timestamp,city,temperature,description
2025-12-26T22:11:59.368Z,London,4.4,overcast clouds
2025-12-26T22:11:59.370Z,London,4.4,overcast clouds
2025-12-27T00:57:52.422Z,London,2.95,few clouds
2025-12-27T00:57:52.424Z,London,2.95,few clouds
2025-12-27T03:16:46.259Z,London,2.82,clear sky
2025-12-27T03:16:46.260Z,London,2.82,clear sky
2025-12-27T04:25:05.695Z,London,2.59,clear sky
2025-12-27T04:25:05.697Z,London,2.59,clear sky
2025-12-27T06:18:59.617Z,London,2.5,clear sky
2025-12-27T06:18:59.687Z,London,2.5,clear sky
2025-12-27T08:16:24.333Z,London,2.77,clear sky
2025-12-27T08:16:24.335Z,London,2.77,clear sky
2025-12-27T10:12:11.051Z,London,5.08,clear sky
2025-12-27T10:12:11.053Z,London,5.08,clear sky
2025-12-27T12:22:34.462Z,London,7.03,broken clouds
2025-12-27T12:22:34.464Z,London,7.03,broken clouds
2025-12-27T14:11:24.277Z,London,7.53,overcast clouds
2025-12-27T14:11:24.279Z,London,7.53,overcast clouds
2025-12-27T16:13:46.958Z,London,7.48,overcast clouds
2025-12-27T16:13:46.961Z,London,7.48,overcast clouds
2025-12-27T18:17:05.174Z,London,7.59,overcast clouds
2025-12-27T18:17:05.176Z,London,7.59,overcast clouds
2025-12-27T20:13:38.878Z,London,6.9,overcast clouds
2025-12-27T20:13:38.880Z,London,6.9,overcast clouds
2025-12-27T22:11:34.696Z,London,6.94,overcast clouds
2025-12-27T22:11:34.698Z,London,6.94,overcast clouds
2025-12-28T01:06:18.495Z,London,6.69,overcast clouds
2025-12-28T01:06:18.497Z,London,6.69,overcast clouds
2025-12-28T03:30:30.516Z,London,6.83,overcast clouds
2025-12-28T03:30:30.518Z,London,6.83,overcast clouds
2025-12-28T04:37:39.369Z,London,6.82,overcast clouds
2025-12-28T04:37:39.371Z,London,6.82,overcast clouds
2025-12-28T06:19:10.982Z,London,6.59,overcast clouds
2025-12-28T06:19:10.984Z,London,6.59,overcast clouds
2025-12-28T08:16:27.461Z,London,6.72,overcast clouds
2025-12-28T08:16:27.462Z,London,6.72,overcast clouds
2025-12-28T10:12:10.599Z,London,7.11,overcast clouds
2025-12-28T10:12:10.601Z,London,7.11,overcast clouds
2025-12-28T12:22:37.685Z,London,7.24,overcast clouds
2025-12-28T12:22:37.687Z,London,7.24,overcast clouds
2025-12-28T14:11:45.227Z,London,7.16,overcast clouds
2025-12-28T14:11:45.229Z,London,7.16,overcast clouds
2025-12-28T16:14:17.570Z,London,7.03,overcast clouds
2025-12-28T16:14:17.572Z,London,7.03,overcast clouds
2025-12-28T18:17:34.111Z,London,6.94,overcast clouds
2025-12-28T18:17:34.114Z,London,6.94,overcast clouds
2025-12-28T20:13:47.702Z,London,6.47,overcast clouds
2025-12-28T20:13:47.704Z,London,6.47,overcast clouds
